no_of_bedrooms,no_of_bathrooms,flat_area_in_sqft,lot_area_in_sqft,no_of_floors,waterfront_view,condition_of_the_house,overall_grade,area_of_the_house_from_basement_in_sqft,basement_area_in_sqft,age_of_house_in_years,zipcode,latitude,longitude,living_area_after_renovation_in_sqft,lot_area_after_renovation_in_sqft,does_basement_exist
3,2.75,2300.0,4637.0,2.0,no,fair,8,2300.0,0,10,98065,47.5216,-121.878,2420.0,5699,0
3,1.75,1920.0,5405.0,1.0,no,good,7,960.0,960,71,98126,47.5583,-122.38,1190.0,5405,1
3,3.25,1370.0,1194.0,3.0,no,fair,8,1370.0,0,13,98107,47.6704,-122.391,1320.0,1217,0
3,2.25,1390.0,6004.0,2.0,no,fair,8,1390.0,0,25,98038,47.3536,-122.047,1630.0,6397,0
3,1.0,1030.0,4958.0,1.0,no,excellent,7,1030.0,0,66,98105,47.6647,-122.277,2230.0,6987,0
3,1.5,1660.0,3190.0,1.5,no,fair,7,1660.0,0,99,98109,47.6368,-122.351,2200.0,3240,0
2,1.75,1280.0,4000.0,1.0,no,good,7,730.0,550,89,98116,47.5798,-122.383,2250.0,5382,1
4,2.5,2100.0,8400.0,1.0,no,good,7,1240.0,860,42,98072,47.735,-122.17,1980.0,8610,1
3,1.75,2320.0,55847.0,1.0,no,good,8,2320.0,0,58,98001,47.3121,-122.253,2400.0,26112,0
5,2.25,2600.0,9600.0,1.0,no,good,8,1810.0,790,49,98023,47.3257,-122.365,2070.0,9660,1
3,1.5,1160.0,1031.0,3.0,no,fair,8,1160.0,0,10,98103,47.6538,-122.357,1268.0,1688,0
3,2.25,1260.0,915.0,2.0,no,fair,8,1020.0,240,11,98106,47.555,-122.363,1260.0,1056,1
3,2.25,1190.0,1200.0,3.0,no,fair,8,1190.0,0,10,98103,47.6542,-122.346,1180.0,1224,0
2,1.0,940.0,6804.0,1.0,no,fair,7,940.0,0,69,98177,47.7047,-122.373,1150.0,6930,0
4,2.5,2970.0,5722.0,2.0,no,fair,9,2970.0,0,13,98074,47.6134,-122.042,3940.0,4848,0
4,5.0,5810.0,7440.0,2.0,no,fair,10,3790.0,2020,14,98033,47.6878,-122.212,3010.0,7200,1
3,1.0,920.0,7314.0,1.0,no,fair,6,920.0,0,58,98002,47.2892,-122.22,1010.0,7420,0
3,1.0,1010.0,3060.0,1.5,no,fair,6,1010.0,0,114,98118,47.5657,-122.285,1330.0,4590,0
4,2.25,2040.0,12000.0,1.0,no,good,7,1300.0,740,55,98028,47.7362,-122.241,1930.0,12000,1
4,2.5,2770.0,8879.0,2.0,no,fair,9,2770.0,0,17,98004,47.5831,-122.193,2770.0,8882,0
3,2.5,3400.0,12442.0,2.0,no,fair,9,3400.0,0,17,98075,47.5611,-122.032,3250.0,8635,0
4,2.5,2260.0,7500.0,1.0,no,fair,8,1460.0,800,53,98055,47.4645,-122.196,2260.0,7500,1
2,2.5,1280.0,1566.0,2.0,no,fair,7,1280.0,0,13,98055,47.4336,-122.195,1460.0,1845,0
6,2.25,3830.0,11180.0,1.0,no,excellent,9,2440.0,1390,56,98008,47.5849,-122.113,2500.0,10400,1
4,2.5,2840.0,18001.0,2.0,no,fair,9,2840.0,0,24,98019,47.7359,-121.962,2500.0,18001,0
4,1.75,1490.0,9112.0,1.0,no,fair,6,970.0,520,78,98146,47.4991,-122.345,1650.0,8411,1
4,2.5,2660.0,4000.0,2.0,no,fair,8,2660.0,0,17,98053,47.6876,-122.038,2330.0,4517,0
4,2.5,2770.0,5686.0,2.0,no,fair,9,2770.0,0,14,98075,47.5997,-121.973,2910.0,5000,0
3,2.0,2360.0,6149.0,2.0,no,fair,8,1560.0,800,92,98136,47.5433,-122.384,2000.0,6149,1
4,2.25,3530.0,5500.0,2.0,no,fair,8,2860.0,670,78,98105,47.6618,-122.273,2840.0,5500,1
3,1.75,1580.0,507038.0,1.0,no,good,7,1580.0,0,33,98022,47.2303,-121.936,2040.0,210394,0
3,2.5,1790.0,8144.0,2.0,no,fair,8,1790.0,0,29,98074,47.6169,-122.045,1800.0,7503,0
3,2.5,1480.0,7200.0,2.0,no,excellent,7,1480.0,0,23,98010,47.3126,-122.023,1350.0,7200,0
5,1.5,2520.0,5753.0,1.5,no,good,7,1510.0,1010,90,98022,47.2058,-121.997,1620.0,6875,1
5,2.5,2000.0,3600.0,1.0,no,fair,6,1150.0,850,31,98144,47.5971,-122.295,1410.0,3600,1
3,1.75,1470.0,8645.0,1.0,no,fair,6,1470.0,0,69,98155,47.7524,-122.323,1470.0,7680,0
3,3.5,3010.0,5717.0,2.0,no,fair,10,3010.0,0,18,98007,47.5943,-122.15,2780.0,5138,0
2,1.5,1940.0,4400.0,1.0,no,fair,7,970.0,970,95,98112,47.6371,-122.279,1480.0,3080,1
5,2.5,1970.0,8605.0,2.0,no,good,7,1970.0,0,24,98022,47.1944,-122.013,1970.0,8460,0
4,2.5,2990.0,8640.0,1.0,no,excellent,8,2100.0,890,59,98005,47.5932,-122.172,2270.0,8800,1
3,1.75,1900.0,5000.0,1.0,no,good,7,950.0,950,93,98106,47.5677,-122.363,1420.0,5000,1
3,2.25,1760.0,9621.0,2.0,no,fair,7,1760.0,0,23,98019,47.7466,-121.979,1810.0,6589,0
4,2.25,2070.0,20280.0,2.0,no,good,7,2070.0,0,50,98072,47.774,-122.134,2190.0,21560,0
3,1.0,1280.0,4875.0,1.0,no,excellent,6,1280.0,0,49,98042,47.3686,-122.081,1060.0,4875,0
4,2.5,3400.0,4840.0,2.0,no,fair,10,3190.0,210,12,98059,47.5066,-122.146,3400.0,5710,1
3,2.5,1940.0,4927.0,2.0,no,fair,8,1940.0,0,14,98058,47.4479,-122.12,2070.0,4892,0
4,2.0,1520.0,19672.0,1.0,no,fair,6,1020.0,500,98,98188,47.4683,-122.281,1810.0,7840,1
4,3.25,3890.0,422096.0,1.5,no,fair,9,3150.0,740,17,98038,47.4125,-121.982,2180.0,229996,1
4,2.25,2160.0,8119.0,1.0,no,fair,8,1080.0,1080,52,98006,47.5443,-122.177,1850.0,9000,1
4,2.5,1960.0,11798.0,2.0,no,fair,8,1960.0,0,19,98092,47.3293,-122.205,2360.0,11785,0
2,1.75,1510.0,4555.0,1.0,no,fair,8,1510.0,0,13,98053,47.7136,-122.031,1640.0,4500,0
4,2.5,3040.0,6587.0,2.0,no,fair,7,3040.0,0,15,98053,47.683,-122.039,2740.0,6587,0
3,2.5,2070.0,39768.0,2.0,no,fair,8,2070.0,0,30,98077,47.7696,-122.036,2740.0,44866,0
4,2.5,2303.0,3826.0,2.0,no,fair,8,2303.0,0,12,98092,47.3258,-122.165,2516.0,4500,0
5,2.25,3470.0,28212.0,1.5,no,good,8,2790.0,680,40,98042,47.3342,-122.108,2020.0,28177,1
5,1.0,1880.0,3774.0,1.5,no,fair,6,1360.0,520,101,98126,47.566,-122.37,1420.0,2550,1
5,2.5,2350.0,4000.0,2.0,no,fair,9,2350.0,0,25,98112,47.6265,-122.296,1840.0,4000,0
3,1.0,1500.0,3920.0,1.0,no,fair,7,1000.0,500,71,98107,47.6718,-122.359,1640.0,4017,1
3,2.0,1530.0,1442.0,3.0,no,fair,9,1530.0,0,3,98107,47.6692,-122.372,1620.0,1456,0
4,2.5,2650.0,5706.0,2.0,no,fair,9,2650.0,0,13,98042,47.3515,-122.164,2760.0,5749,0
4,1.75,2100.0,4400.0,1.5,no,excellent,7,1720.0,380,94,98118,47.5299,-122.266,1850.0,4400,1
3,2.75,3230.0,75889.0,2.0,yes,fair,7,3230.0,0,93,98023,47.3344,-122.37,2560.0,72229,0
4,2.5,1790.0,4358.0,2.0,no,fair,7,1790.0,0,25,98031,47.3994,-122.204,1790.0,4305,0
4,3.0,3570.0,10273.0,1.5,no,fair,9,2630.0,940,83,98074,47.6394,-122.077,3640.0,15324,1
4,2.5,1770.0,5855.0,2.0,no,fair,7,1770.0,0,15,98038,47.3483,-122.053,1790.0,5679,0
4,3.25,3960.0,7012.0,2.0,no,fair,10,3960.0,0,13,98075,47.5854,-122.08,3680.0,8522,0
3,1.0,1040.0,8892.0,1.0,no,good,6,800.0,240,60,98023,47.3273,-122.349,820.0,9000,1
3,1.5,2600.0,5085.0,1.0,no,good,7,1400.0,1200,78,98126,47.5659,-122.376,1320.0,4000,1
3,2.5,1880.0,7000.0,2.0,no,fair,8,1880.0,0,25,98031,47.4206,-122.184,1880.0,7000,0
3,2.5,2850.0,7130.0,2.0,no,fair,10,1990.0,860,38,98122,47.603,-122.289,2280.0,6459,1
2,1.0,1120.0,7500.0,1.0,no,good,7,1120.0,0,47,98008,47.619,-122.096,3040.0,16940,0
3,1.0,1520.0,7800.0,1.0,no,good,7,1120.0,400,51,98032,47.3784,-122.29,1740.0,8000,1
3,2.5,1840.0,3035.0,1.0,no,fair,7,920.0,920,92,98105,47.6557,-122.327,1780.0,4000,1
3,2.5,1770.0,6033.0,2.0,no,good,7,1770.0,0,31,98042,47.3764,-122.119,1590.0,6510,0
5,2.75,2910.0,5802.0,2.0,no,fair,7,2910.0,0,12,98038,47.3591,-122.036,2910.0,5000,0
3,1.75,1940.0,9000.0,1.0,no,fair,7,1290.0,650,53,98055,47.4361,-122.189,1900.0,9120,1
4,2.5,2350.0,8001.0,2.0,no,good,8,2350.0,0,31,98006,47.5478,-122.153,2460.0,8001,0
2,1.75,1560.0,1750.0,1.0,no,good,6,780.0,780,114,98109,47.6347,-122.355,1850.0,3600,1
3,1.75,1250.0,5963.0,1.0,no,good,7,1250.0,0,65,98115,47.6796,-122.301,970.0,5100,0
3,2.25,1880.0,6565.0,1.0,no,good,8,1420.0,460,46,98008,47.6396,-122.113,2060.0,7280,1
4,2.5,2770.0,7800.0,2.0,no,fair,10,2770.0,0,19,98033,47.684,-122.205,2720.0,10000,0
2,1.0,950.0,8100.0,1.0,no,fair,6,950.0,0,63,98166,47.4572,-122.351,1620.0,7630,0
3,1.75,1350.0,217852.0,1.0,no,fair,8,1100.0,250,65,98022,47.2628,-122.03,2190.0,217800,1
4,3.5,3970.0,210830.0,2.0,no,fair,9,3970.0,0,18,98045,47.4614,-121.713,1680.0,42665,0
4,2.75,2280.0,15347.0,1.0,no,excellent,7,2280.0,0,58,98059,47.5218,-122.164,2280.0,15347,0
4,1.5,1550.0,5053.0,1.0,no,good,7,1180.0,370,55,98118,47.5499,-122.274,1450.0,5639,1
4,3.0,2260.0,7336.0,2.0,no,good,7,2260.0,0,41,98034,47.7297,-122.219,2200.0,7724,0
3,2.75,3060.0,13554.0,2.0,no,fair,10,3060.0,0,34,98006,47.5609,-122.106,3060.0,11455,0
2,1.0,1360.0,5000.0,1.0,no,fair,7,1200.0,160,82,98199,47.6372,-122.392,1540.0,4000,1
3,1.25,1510.0,13737.0,1.0,no,good,6,810.0,700,57,98125,47.7289,-122.283,2560.0,10202,1
3,1.0,1230.0,12201.0,1.0,no,fair,7,1230.0,0,49,98042,47.3285,-122.134,1230.0,10780,0
4,2.5,2800.0,4000.0,2.0,no,fair,9,2800.0,0,7,98103,47.6695,-122.339,1770.0,4200,0
4,2.25,3490.0,8400.0,1.5,no,good,8,3490.0,0,42,98058,47.4513,-122.128,2320.0,8723,0
3,3.25,1860.0,2218.0,3.0,no,fair,8,1860.0,0,17,98125,47.7185,-122.313,1860.0,2218,0
2,2.5,1620.0,3196.0,2.0,no,fair,8,1620.0,0,10,98065,47.5167,-121.878,1750.0,2828,0
2,1.75,1150.0,698.0,2.0,no,fair,7,1150.0,0,5,98027,47.5323,-122.071,1150.0,757,0
2,1.0,1090.0,5000.0,1.0,no,good,7,730.0,360,76,98126,47.5258,-122.378,990.0,5250,1
2,1.0,850.0,5250.0,1.0,no,good,7,850.0,0,68,98133,47.731,-122.342,1440.0,5250,0
4,2.25,2160.0,9525.0,1.0,no,fair,8,1080.0,1080,57,98040,47.5651,-122.221,2780.0,9525,1
4,2.75,3320.0,8653.0,2.0,no,fair,8,3320.0,0,4,98133,47.7521,-122.334,2140.0,8727,0
3,2.5,2010.0,6857.0,1.0,no,good,9,1450.0,560,63,98102,47.6402,-122.314,2380.0,6370,1
2,1.5,950.0,676.0,2.0,no,fair,7,850.0,100,15,98144,47.6005,-122.306,950.0,1280,1
4,2.5,2280.0,14810.0,1.0,no,excellent,8,1500.0,780,41,98056,47.5392,-122.186,2690.0,12196,1
3,1.0,940.0,9272.0,1.0,no,fair,7,940.0,0,64,98148,47.4353,-122.335,1270.0,9375,0
4,2.5,3430.0,10157.0,2.0,no,fair,10,3430.0,0,18,98034,47.723,-122.158,3480.0,10157,0
4,3.5,5440.0,38900.0,2.0,no,fair,10,5440.0,0,28,98053,47.6605,-122.069,4830.0,41313,0
3,1.75,1820.0,5555.0,1.0,no,good,7,1030.0,790,79,98103,47.6867,-122.352,1420.0,4000,1
3,2.75,2380.0,5572.0,2.0,no,fair,9,1930.0,450,79,98105,47.6626,-122.271,3370.0,5500,1
5,4.0,2900.0,9779.0,2.0,no,good,7,1950.0,950,81,98168,47.5003,-122.306,1360.0,8000,1
2,1.0,1170.0,6543.0,1.0,no,fair,7,1170.0,0,105,98136,47.537,-122.385,1550.0,7225,0
3,3.0,3030.0,35123.0,2.0,no,good,8,1760.0,1270,34,98027,47.4694,-122.006,2810.0,36205,1
4,3.5,3090.0,100835.0,2.0,no,fair,9,3090.0,0,19,98092,47.3087,-122.088,2400.0,50543,0
4,2.5,2820.0,4174.0,2.0,no,fair,9,2820.0,0,14,98034,47.7112,-122.226,2560.0,4853,0
3,1.75,1470.0,4950.0,1.0,no,fair,7,1030.0,440,34,98133,47.7325,-122.337,1100.0,5250,1
3,2.0,1510.0,3657.0,1.0,no,fair,8,1510.0,0,11,98053,47.7225,-122.029,1510.0,3657,0
3,1.5,1320.0,4400.0,1.0,no,fair,6,1320.0,0,109,98112,47.6231,-122.292,1350.0,4400,0
3,2.25,1880.0,11556.0,2.0,no,fair,8,1880.0,0,31,98074,47.6283,-122.032,1880.0,12000,0
3,3.25,3060.0,9055.0,2.0,no,fair,10,2460.0,600,24,98052,47.6971,-122.101,2990.0,9598,1
3,2.25,1590.0,929.0,2.0,no,fair,9,1060.0,530,4,98122,47.6172,-122.31,1510.0,1193,1
5,4.0,4230.0,27295.0,2.0,yes,fair,8,3230.0,1000,69,98033,47.6803,-122.214,2660.0,27295,1
3,2.5,2000.0,8057.0,1.0,no,fair,8,1360.0,640,20,98042,47.3724,-122.107,2530.0,8964,1
3,2.75,1670.0,3330.0,1.5,no,good,7,1670.0,0,93,98107,47.6551,-122.36,1370.0,5000,0
3,1.0,840.0,9480.0,1.0,no,fair,6,840.0,0,58,98023,47.3277,-122.341,840.0,9420,0
5,3.5,5960.0,13703.0,2.0,no,fair,10,4770.0,1190,34,98008,47.6151,-122.107,2810.0,17320,1
3,2.0,2610.0,6000.0,1.0,no,excellent,7,1310.0,1300,77,98115,47.675,-122.289,2330.0,4800,1
3,1.75,1600.0,10530.0,1.0,no,fair,8,1600.0,0,56,98155,47.7437,-122.291,2590.0,8274,0
2,1.5,980.0,853.0,2.0,no,fair,7,820.0,160,9,98144,47.5925,-122.295,1130.0,1270,1
1,1.0,720.0,7540.0,1.0,yes,good,6,720.0,0,113,98198,47.3509,-122.323,1120.0,9736,0
4,2.0,2240.0,7085.0,1.5,no,fair,7,2240.0,0,74,98125,47.7309,-122.305,1440.0,7085,0
3,2.25,1800.0,9800.0,1.0,no,good,7,1300.0,500,59,98028,47.7393,-122.244,1680.0,9545,1
3,1.0,1020.0,4800.0,1.0,no,fair,7,1020.0,0,74,98118,47.5615,-122.272,1400.0,5465,0
3,2.25,2160.0,9612.0,2.0,no,fair,7,2160.0,0,24,98022,47.1927,-122.011,1970.0,9247,0
4,2.5,2040.0,4443.0,2.0,no,fair,8,2040.0,0,17,98092,47.3182,-122.189,2040.0,4637,0
4,2.75,3130.0,21810.0,2.0,no,good,10,3130.0,0,25,98077,47.7083,-122.073,3330.0,21810,0
4,2.75,3060.0,35380.0,1.0,no,fair,9,1810.0,1250,36,98074,47.6198,-122.038,1980.0,10425,1
4,1.75,1890.0,9623.0,1.0,no,good,7,1290.0,600,49,98001,47.2901,-122.279,1510.0,9711,1
3,1.75,1750.0,7200.0,1.0,no,fair,7,1750.0,0,52,98008,47.6289,-122.119,1810.0,7590,0
3,1.0,1020.0,55756.0,1.0,no,fair,7,1020.0,0,57,98042,47.3836,-122.082,1490.0,12745,0
6,4.0,4470.0,17877.0,3.0,no,fair,9,3230.0,1240,5,98188,47.4514,-122.273,1790.0,18260,1
4,3.75,3860.0,5474.0,2.5,no,fair,10,3860.0,0,11,98029,47.5396,-121.995,3040.0,5474,0
3,,1900.0,14400.0,1.0,no,good,7,1300.0,600,64,98166,47.4147,-122.337,1940.0,14400,1
3,1.5,1660.0,6000.0,1.5,no,fair,7,1660.0,0,81,98199,47.6409,-122.401,1640.0,6000,0
3,2.25,1250.0,7500.0,1.0,no,excellent,7,1250.0,0,76,98146,47.5123,-122.373,1280.0,7392,0
4,2.0,1700.0,8640.0,1.0,no,fair,7,850.0,850,63,98006,47.5774,-122.153,1620.0,9000,1
4,2.5,3550.0,8618.0,2.0,no,fair,10,3550.0,0,11,98052,47.6776,-122.161,1310.0,9746,0
3,2.25,1450.0,4050.0,2.0,no,fair,7,1450.0,0,8,98038,47.367,-122.019,1660.0,3800,0
2,1.0,1140.0,5100.0,1.0,no,fair,7,1140.0,0,76,98136,47.5323,-122.383,1230.0,5100,0
2,1.75,1270.0,1685.0,2.0,no,fair,8,1270.0,0,6,98108,47.5646,-122.295,1270.0,1843,0
3,1.75,1580.0,7344.0,1.0,no,excellent,7,1580.0,0,107,98126,47.5256,-122.38,1580.0,6207,0
4,2.5,2350.0,3800.0,2.0,no,fair,8,2350.0,0,4,98059,47.4783,-122.123,2670.0,4180,0
3,1.0,880.0,5375.0,1.0,no,good,5,880.0,0,94,98055,47.4858,-122.202,980.0,4838,0
3,1.0,1180.0,5350.0,1.5,no,good,6,1180.0,0,59,98178,47.505,-122.259,1490.0,5350,0
3,2.0,2860.0,24046.0,1.0,no,fair,9,1700.0,1160,33,98019,47.7718,-121.904,1460.0,13648,1
4,2.5,2692.0,8392.0,2.0,no,fair,9,2692.0,0,4,98030,47.3519,-122.197,2574.0,14446,0
3,2.5,1860.0,11122.0,2.0,no,fair,8,1860.0,0,24,98059,47.5062,-122.151,2420.0,8542,0
5,6.75,9640.0,13068.0,1.0,yes,fair,10,4820.0,4820,35,98040,47.557,-122.21,3270.0,10454,1
4,2.5,3170.0,4979.0,2.0,no,good,7,2570.0,600,93,98103,47.6655,-122.34,2060.0,5000,1
2,1.5,1840.0,3825.0,1.0,no,fair,8,1040.0,800,90,98117,47.6808,-122.38,1290.0,5100,1
4,2.75,2850.0,7510.0,2.0,no,fair,8,2850.0,0,10,98125,47.7097,-122.305,1510.0,8833,0
6,2.0,1750.0,17685.0,1.0,no,good,5,1750.0,0,75,98056,47.5096,-122.178,1750.0,9209,0
3,2.5,1800.0,3980.0,2.0,no,fair,7,1800.0,0,12,98042,47.4006,-122.162,2580.0,4307,0
3,1.75,1770.0,6000.0,1.0,no,fair,7,1130.0,640,66,98125,47.7135,-122.315,1900.0,7200,1
2,2.5,2560.0,2500.0,2.0,no,excellent,8,1690.0,870,117,98112,47.6233,-122.3,1890.0,5000,1
3,1.75,1360.0,10573.0,1.0,no,good,7,1360.0,0,34,98023,47.2983,-122.374,1580.0,8280,0
3,1.5,1680.0,17409.0,1.0,no,fair,7,1680.0,0,56,98033,47.6766,-122.176,1680.0,9101,0
4,2.5,2380.0,5737.0,2.0,no,fair,7,2380.0,0,8,98023,47.2815,-122.356,2380.0,5396,0
2,1.0,1657.0,5031.0,2.0,no,fair,7,1657.0,0,108,98116,47.5699,-122.389,2050.0,6201,0
3,2.25,1850.0,7800.0,2.0,no,fair,9,1850.0,0,44,98023,47.3146,-122.379,2360.0,8000,0
3,2.25,2090.0,45535.0,1.0,no,excellent,8,1280.0,810,66,98006,47.5538,-122.191,3090.0,12889,1
4,1.0,1410.0,7693.0,1.5,no,good,7,1410.0,0,65,98133,47.7604,-122.331,1330.0,8395,0
2,1.75,1990.0,6549.0,1.0,no,fair,7,1170.0,820,70,98115,47.7,-122.296,1640.0,7202,1
3,1.5,1810.0,29308.0,1.0,no,fair,7,950.0,860,35,98042,47.3585,-122.067,1790.0,37531,1
3,1.5,1860.0,17640.0,1.0,no,good,7,1860.0,0,52,98059,47.484,-122.111,1860.0,17820,0
4,2.75,3650.0,6982.0,2.0,no,good,9,2530.0,1120,67,98115,47.6756,-122.275,3140.0,7894,1
3,3.0,1560.0,2091.0,3.0,no,fair,8,1560.0,0,12,98103,47.6604,-122.352,1530.0,2091,0
3,2.0,2500.0,6733.0,1.0,no,fair,8,1770.0,730,39,98107,47.6691,-122.36,1770.0,6343,1
3,1.0,1240.0,9300.0,1.0,no,fair,7,1240.0,0,64,98148,47.4363,-122.333,1250.0,9300,0
3,1.0,1810.0,7200.0,1.0,no,good,7,1130.0,680,64,98133,47.7493,-122.351,1810.0,8100,1
3,1.0,1510.0,6083.0,1.0,no,good,6,860.0,650,78,98115,47.6966,-122.324,1510.0,5712,1
2,1.5,1000.0,1251.0,2.0,no,fair,7,930.0,70,12,98199,47.6529,-122.384,1420.0,1187,1
4,2.5,2490.0,12929.0,2.0,no,fair,9,2490.0,0,35,98074,47.6161,-122.021,2440.0,12929,0
3,1.0,1210.0,5750.0,1.5,no,good,7,1210.0,0,108,98136,47.5403,-122.391,1160.0,5000,0
4,2.5,2440.0,7093.0,2.0,no,fair,7,2440.0,0,19,98030,47.3817,-122.204,1860.0,6072,0
2,1.0,830.0,4500.0,1.0,no,fair,6,830.0,0,98,98118,47.5248,-122.265,1092.0,5350,0
4,2.5,1912.0,5000.0,2.0,no,fair,8,1912.0,0,6,98001,47.3511,-122.275,2020.0,5000,0
3,1.75,2120.0,9350.0,1.0,no,fair,7,1280.0,840,39,98072,47.7562,-122.145,2200.0,9000,1
2,1.5,1120.0,1024.0,2.0,no,fair,8,1120.0,0,48,98122,47.6175,-122.298,1120.0,1549,0
3,2.5,2700.0,6037.0,2.0,no,fair,8,2700.0,0,14,98065,47.5376,-121.879,2740.0,6054,0
1,1.0,700.0,2550.0,1.0,no,fair,6,700.0,0,64,98117,47.6783,-122.383,1330.0,4110,0
3,1.0,1200.0,5525.0,1.0,no,okay,7,1200.0,0,71,98115,47.6981,-122.325,1580.0,7200,0
2,1.0,1080.0,7775.0,1.0,no,fair,6,1080.0,0,63,98136,47.5447,-122.394,1730.0,7350,0
3,1.75,1230.0,10005.0,1.0,no,good,7,1230.0,0,55,98008,47.621,-122.114,1530.0,8560,0
4,2.5,1850.0,1836.0,2.0,no,fair,7,1600.0,250,13,98029,47.5529,-121.996,1770.0,2236,1
4,2.5,2110.0,6360.0,2.0,no,fair,8,2110.0,0,30,98029,47.5641,-122.012,2050.0,7000,0
3,3.25,3440.0,4080.0,2.0,no,fair,9,2560.0,880,13,98105,47.6644,-122.28,3110.0,4080,1
4,2.5,2050.0,8909.0,1.0,no,good,8,1690.0,360,32,98198,47.398,-122.31,2190.0,8912,1
3,2.5,1480.0,7210.0,1.0,no,fair,7,1180.0,300,32,98023,47.3124,-122.351,1690.0,7396,1
4,2.5,2441.0,7316.0,2.0,no,fair,8,2441.0,0,11,98023,47.3237,-122.337,2724.0,7357,0
3,2.5,2730.0,11380.0,2.0,no,fair,10,2730.0,0,23,98075,47.58,-122.057,2800.0,10070,0
3,1.5,2390.0,4452.0,2.0,no,fair,9,1790.0,600,89,98126,47.5826,-122.378,2610.0,5000,1
4,2.5,2630.0,5710.0,2.0,no,fair,8,2630.0,0,17,98065,47.5342,-121.876,2550.0,5500,0
4,1.75,1820.0,6600.0,1.0,no,excellent,7,1820.0,0,58,98007,47.606,-122.135,1430.0,8800,0
4,2.75,2660.0,7389.0,2.0,no,fair,9,2660.0,0,16,98075,47.5993,-121.977,2820.0,7388,0
3,2.5,2510.0,5186.0,2.0,no,fair,7,2510.0,0,17,98053,47.6895,-122.041,2530.0,5186,0
3,1.75,1330.0,10523.0,1.0,no,fair,7,1000.0,330,37,98055,47.4605,-122.206,1320.0,8775,1
4,2.25,1500.0,5393.0,2.0,no,fair,7,1500.0,0,19,98001,47.3378,-122.262,1500.0,5952,0
4,2.75,2920.0,4500.0,2.0,no,fair,9,2920.0,0,19,98006,47.5646,-122.124,2920.0,4505,0
4,2.5,2007.0,4968.0,2.0,no,fair,9,2007.0,0,9,98092,47.3301,-122.191,2189.0,5852,0
2,2.0,1480.0,6075.0,1.0,no,excellent,7,740.0,740,99,98118,47.5317,-122.276,1230.0,6053,1
3,3.5,4660.0,5500.0,2.0,no,excellent,10,3040.0,1620,109,98102,47.6465,-122.319,2980.0,5500,1
3,2.25,1580.0,12177.0,1.0,no,fair,7,1200.0,380,37,98074,47.6254,-122.045,1660.0,11374,1
3,3.25,2990.0,189852.0,2.0,no,good,10,2990.0,0,44,98072,47.746,-122.138,3500.0,48760,0
3,2.25,1960.0,17126.0,1.0,no,fair,8,1400.0,560,52,98055,47.4436,-122.21,2060.0,11466,1
2,1.0,1740.0,8100.0,1.0,no,fair,6,1050.0,690,71,98168,47.4942,-122.304,960.0,8100,1
2,1.0,1080.0,3899.0,1.0,no,good,8,1080.0,0,46,98198,47.3792,-122.321,1090.0,3899,0
3,2.75,2100.0,10362.0,2.0,no,fair,9,1510.0,590,20,98045,47.4347,-121.417,2240.0,11842,1
4,2.5,2720.0,7350.0,2.0,no,fair,9,2720.0,0,29,98023,47.3028,-122.35,2570.0,8336,0
4,2.5,2810.0,10613.0,2.0,no,fair,9,2810.0,0,29,98006,47.5424,-122.141,2800.0,9933,0
5,2.25,2320.0,6375.0,1.0,no,good,7,1270.0,1050,51,98001,47.3351,-122.282,1760.0,7600,1
4,2.5,1680.0,3000.0,2.0,no,fair,7,1680.0,0,15,98178,47.494,-122.279,1420.0,5500,0
5,2.25,3030.0,9430.0,2.0,no,good,8,2600.0,430,57,98133,47.7515,-122.353,2230.0,8425,1
3,1.0,1060.0,7473.0,1.0,no,fair,7,1060.0,0,59,98198,47.3699,-122.309,1320.0,7912,0
2,1.75,1360.0,10000.0,1.0,no,fair,6,1360.0,0,61,98019,47.7421,-121.982,1430.0,10000,0
4,3.25,2420.0,4000.0,1.5,no,excellent,9,1870.0,550,107,98105,47.6567,-122.325,1810.0,4000,1
3,2.5,1850.0,1330.0,2.5,no,fair,9,1560.0,290,14,98115,47.6831,-122.325,1810.0,2071,1
2,1.5,1620.0,3760.0,2.0,no,excellent,7,1170.0,450,94,98144,47.6012,-122.291,2130.0,4000,1
3,2.0,1100.0,9165.0,1.0,no,good,7,1100.0,0,49,98034,47.7304,-122.231,1510.0,8500,0
4,2.5,2807.0,9430.0,2.0,no,fair,8,2807.0,0,22,98028,47.7449,-122.223,2028.0,11056,0
4,2.25,3750.0,5000.0,2.0,no,excellent,8,2440.0,1310,94,98115,47.6747,-122.303,2170.0,4590,1
4,2.75,4030.0,10888.0,2.0,no,fair,10,4030.0,0,21,98075,47.5651,-122.034,3720.0,10756,0
3,2.75,1670.0,1350.0,3.0,no,fair,9,1350.0,320,4,98116,47.5763,-122.408,1520.0,4800,1
3,2.25,1770.0,8000.0,1.0,no,good,7,1350.0,420,42,98072,47.7358,-122.17,1850.0,7875,1
3,2.5,1630.0,7586.0,2.0,no,fair,8,1630.0,0,32,98029,47.5689,-122.023,2090.0,7330,0
2,2.25,2130.0,5920.0,1.0,no,fair,8,1830.0,300,68,98115,47.6792,-122.275,2130.0,7192,1
3,2.5,2550.0,7200.0,2.0,no,fair,10,2550.0,0,37,98144,47.5996,-122.288,2030.0,3500,0
3,2.5,1530.0,3464.0,2.0,no,fair,8,1530.0,0,20,98007,47.6179,-122.141,1530.0,3446,0
